2023-12-26 10:08:15,406 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:27:43,790 |sse-nio-8443-exec-34 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:27:45,810 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:28:33,179 |sse-nio-8443-exec-56 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:28:34,693 |sse-nio-8443-exec-56 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:30:04,244 |sse-nio-8443-exec-41 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:30:05,692 |sse-nio-8443-exec-30 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:30:08,050 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:30:09,763 |sse-nio-8443-exec-56 |NoModule                      |O| ExamID ==========================================6
2023-12-26 13:30:47,229 |sse-nio-8443-exec-18 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:30:50,510 |sse-nio-8443-exec-18 |NoModule                      |O| ExamID ==========================================6
2023-12-26 13:32:11,770 |sse-nio-8443-exec-41 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:32:15,339 |sse-nio-8443-exec-56 |NoModule                      |O| ExamID ==========================================5
2023-12-26 13:32:47,535 |sse-nio-8443-exec-32 |NoModule                      |O| ExamID ==========================================5
2023-12-26 13:36:10,060 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:36:12,000 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:36:34,489 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:36:37,378 |sse-nio-8443-exec-30 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:36:39,632 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:36:41,619 |sse-nio-8443-exec-34 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:36:44,883 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:38:40,806 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:38:47,022 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:38:48,903 |sse-nio-8443-exec-34 |NoModule                      |O| ExamID ==========================================5
2023-12-26 13:40:43,030 |sse-nio-8443-exec-30 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:40:46,953 |sse-nio-8443-exec-34 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:40:50,074 |sse-nio-8443-exec-18 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:40:51,830 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:41:02,027 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:41:02,945 |sse-nio-8443-exec-41 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:41:45,881 |sse-nio-8443-exec-30 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:41:47,612 |sse-nio-8443-exec-30 |NoModule                      |O| ExamID ==========================================2
2023-12-26 13:55:36,843 |sse-nio-8443-exec-56 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:55:46,694 |sse-nio-8443-exec-18 |NoModule                      |O| ExamID ==========================================null
2023-12-26 13:55:47,970 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
2023-12-26 14:03:42,267 |sse-nio-8443-exec-41 |NoModule                      |O| ExamID ==========================================null
2023-12-26 14:03:44,027 |sse-nio-8443-exec-40 |NoModule                      |O| ExamID ==========================================2
2023-12-26 14:03:48,798 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================null
2023-12-26 14:03:50,101 |sse-nio-8443-exec-18 |NoModule                      |O| ExamID ==========================================5
2023-12-26 14:03:53,919 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================null
2023-12-26 14:03:55,809 |sse-nio-8443-exec-34 |NoModule                      |O| ExamID ==========================================6
2023-12-26 14:04:04,570 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================6
2023-12-26 14:04:07,760 |sse-nio-8443-exec-41 |NoModule                      |O| ExamID ==========================================6
2023-12-26 14:06:33,012 |sse-nio-8443-exec-58 |NoModule                      |O| ExamID ==========================================null
2023-12-26 14:06:34,499 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================2
2023-12-26 14:06:55,862 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================null
2023-12-26 14:06:57,220 |sse-nio-8443-exec-51 |NoModule                      |O| ExamID ==========================================6
2023-12-26 15:19:29,817 |sse-nio-8443-exec-36 |NoModule                      |O| ExamID ==========================================null
2023-12-26 15:21:35,529 |sse-nio-8443-exec-36 |TransactionUtil               |E| Rollback Only was set when trying to commit transaction here; throwing rollbackOnly cause exception
javax.transaction.RollbackException: Unable to commit: transaction marked for rollback
	at org.apache.geronimo.transaction.manager.TransactionImpl.commit(TransactionImpl.java:272) ~[geronimo-transaction-3.1.5.jar:3.1.5]
	at org.apache.geronimo.transaction.manager.TransactionManagerImpl.commit(TransactionManagerImpl.java:263) ~[geronimo-transaction-3.1.5.jar:3.1.5]
	at org.apache.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:250) [main/:?]
	at org.apache.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:233) [main/:?]
	at org.apache.ofbiz.webapp.event.JavaEventHandler.invoke(JavaEventHandler.java:105) [main/:?]
	at org.apache.ofbiz.webapp.control.RequestHandler.runEvent(RequestHandler.java:1078) [main/:?]
	at org.apache.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:678) [main/:?]
	at org.apache.ofbiz.webapp.control.ControlServlet.handle(ControlServlet.java:231) [main/:?]
	at org.apache.ofbiz.webapp.control.ControlServlet.doPost(ControlServlet.java:81) [main/:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:555) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:623) [tomcat-servlet-api-9.0.82.jar:4.0.FR]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:209) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51) [tomcat-embed-websocket-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.SameSiteFilter.doFilter(SameSiteFilter.java:45) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:153) [tomcat-catalina-9.0.82.jar:9.0.82]
	at org.apache.ofbiz.webapp.control.ContextFilter.doFilter(ContextFilter.java:188) [main/:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:178) [tomcat-catalina-9.0.82.jar:9.0.82]
