2023-12-13 14:55:58,585 |jsse-nio-8443-exec-4 |FreeMarkerWorker              |I| loading properties: file:/D:/ofbiz/ofbiz-framework/build/resources/main/org/apache/ofbiz/content/freemarkerTransforms.properties
2023-12-13 15:07:55,084 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [47] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_budget.xml
2023-12-13 15:07:55,106 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [69] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_fixedasset.xml
2023-12-13 15:07:55,108 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [56] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_payment.xml
2023-12-13 15:07:55,129 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [76] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_finaccount.xml
2023-12-13 15:07:55,139 |kJoinPool-1-worker-1 |ModelService                  |W| DEPRECATED: the service deleteRateAmount has been deprecated and replaced by expireRateAmount, since Release 18.12
2023-12-13 15:07:55,150 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [44] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_agreement.xml
2023-12-13 15:07:55,160 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [132] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_ledger.xml
2023-12-13 15:07:55,165 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [14] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_rate.xml
2023-12-13 15:07:55,166 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [83] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_invoice.xml
2023-12-13 15:07:55,167 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [95] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_paymentmethod.xml
2023-12-13 15:07:55,175 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [9] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_sagepay.xml
2023-12-13 15:07:55,176 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_cybersource.xml
2023-12-13 15:07:55,187 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_rita.xml
2023-12-13 15:07:55,192 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [8] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_paypal.xml
2023-12-13 15:07:55,202 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_cost.xml
2023-12-13 15:07:55,208 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [19] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_paymentgateway.xml
2023-12-13 15:07:55,210 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_clearcommerce.xml
2023-12-13 15:07:55,212 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_authorizedotnet.xml
2023-12-13 15:07:55,219 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [31] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_tax.xml
2023-12-13 15:07:55,225 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [11] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_verisign.xml
2023-12-13 15:07:55,225 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_orbital.xml
2023-12-13 15:07:55,226 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [4] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_pccharge.xml
2023-12-13 15:07:55,227 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_securepay.xml
2023-12-13 15:07:55,234 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/humanres/servicedef/services_position.xml
2023-12-13 15:07:55,236 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/humanres/servicedef/services_employment.xml
2023-12-13 15:07:55,257 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/humanres/servicedef/services_ability.xml
2023-12-13 15:07:55,259 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [21] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_valuelink.xml
2023-12-13 15:07:55,260 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [15] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_cart.xml
2023-12-13 15:07:55,260 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [13] Services from file:/D:/ofbiz/ofbiz-framework/applications/accounting/servicedef/services_perm.xml
2023-12-13 15:07:55,284 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [23] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_shoppinglist.xml
2023-12-13 15:07:55,289 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [61] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_order.xml
2023-12-13 15:07:55,298 |kJoinPool-1-worker-8 |ModelService                  |W| DEPRECATED: the service createQuoteWorkEffort has been deprecated and replaced by ensureWorkEffortAndCreateQuoteWorkEffort, since Release 18.12 because '
            use createQuoteWorkEffort to create a workeffort has been deprecated for best pratice naming reason, use ensureWorkEffortAndCreateQuoteWorkEffort instead.
            Now createQuoteWorkEffort work as a crud service on QuoteWorkEffort
        '
2023-12-13 15:07:55,299 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_reservations.xml
2023-12-13 15:07:55,299 |kJoinPool-1-worker-8 |ModelServiceReader            |W| Service createQuoteWorkEffort is defined more than once, most recent will over-write previous definition(s)
2023-12-13 15:07:55,301 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [48] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_quote.xml
2023-12-13 15:07:55,306 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_checkout.xml
2023-12-13 15:07:55,308 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [73] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_return.xml
2023-12-13 15:07:55,316 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [113] Services from file:/D:/ofbiz/ofbiz-framework/applications/humanres/servicedef/services.xml
2023-12-13 15:07:55,318 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_perm.xml
2023-12-13 15:07:55,319 |kJoinPool-1-worker-3 |ModelService                  |W| DEPRECATED: the service addRequirementTask has been deprecated and replaced by createWorkRequirementFulfillment, since Upcoming Branch because '
            Use createWorkRequirementFulfillment to create a workeffort requirement fulfillment, that is an entity-auto service
        '
2023-12-13 15:07:55,322 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [42] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_requirement.xml
2023-12-13 15:07:55,325 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services_contact.xml
2023-12-13 15:07:55,332 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/plugins/assetmaint/servicedef/services.xml
2023-12-13 15:07:55,335 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [25] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services_opportunity.xml
2023-12-13 15:07:55,336 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [43] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_request.xml
2023-12-13 15:07:55,340 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/applications/commonext/servicedef/services.xml
2023-12-13 15:07:55,341 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services_upgrade.xml
2023-12-13 15:07:55,345 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [22] Services from file:/D:/ofbiz/ofbiz-framework/plugins/example/servicedef/services.xml
2023-12-13 15:07:55,346 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service addPriceRuleToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPrice, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-13 15:07:55,346 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [13] Services from file:/D:/ofbiz/ofbiz-framework/plugins/ebay/servicedef/services.xml
2023-12-13 15:07:55,346 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service removePriceRuleFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPrice, since Release 18.12 because '
                Renaming service to respect service name best practice
            '
2023-12-13 15:07:55,347 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service addPromoToMarketingCampaign has been deprecated and replaced by createMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-13 15:07:55,347 |kJoinPool-1-worker-4 |ModelService                  |W| DEPRECATED: the service removePromoFromMarketingCampaign has been deprecated and replaced by deleteMarketingCampaignPromo, since Release 18.12 because '
            Renaming service to respect service name best practice
        '
2023-12-13 15:07:55,348 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/msggateway/servicedef/services.xml
2023-12-13 15:07:55,351 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [155] Services from file:/D:/ofbiz/ofbiz-framework/applications/order/servicedef/services.xml
2023-12-13 15:07:55,353 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [79] Services from file:/D:/ofbiz/ofbiz-framework/applications/marketing/servicedef/services.xml
2023-12-13 15:07:55,353 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/myportal/servicedef/services.xml
2023-12-13 15:07:55,356 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [3] Services from file:/D:/ofbiz/ofbiz-framework/plugins/ofbizDemo/servicedef/services.xml
2023-12-13 15:07:55,358 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [13] Services from file:/D:/ofbiz/ofbiz-framework/plugins/onlineexam/servicedef/services.xml
2023-12-13 15:07:55,362 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [24] Services from file:/D:/ofbiz/ofbiz-framework/plugins/bi/servicedef/services.xml
2023-12-13 15:07:55,367 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/rest-api/servicedef/services.xml
2023-12-13 15:07:55,368 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/plugins/scrum/servicedef/permissionServices.xml
2023-12-13 15:07:55,368 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [7] Services from file:/D:/ofbiz/ofbiz-framework/plugins/lucene/servicedef/services.xml
2023-12-13 15:07:55,373 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [25] Services from file:/D:/ofbiz/ofbiz-framework/plugins/scrum/servicedef/services.xml
2023-12-13 15:07:55,375 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [9] Services from file:/D:/ofbiz/ofbiz-framework/plugins/solr/servicedef/solrservices.xml
2023-12-13 15:07:55,383 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [10] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_cart.xml
2023-12-13 15:07:55,388 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_search.xml
2023-12-13 15:07:55,388 |kJoinPool-1-worker-6 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/prashuDemo/servicedef/services.xml
2023-12-13 15:07:55,390 |kJoinPool-1-worker-2 |ModelServiceReader            |I| Loaded [2] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services.xml
2023-12-13 15:07:55,390 |kJoinPool-1-worker-4 |ModelServiceReader            |I| Loaded [23] Services from file:/D:/ofbiz/ofbiz-framework/plugins/projectmgr/servicedef/services.xml
2023-12-13 15:07:55,394 |kJoinPool-1-worker-1 |ModelServiceReader            |I| Loaded [7] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_payment.xml
2023-12-13 15:07:55,394 |kJoinPool-1-worker-5 |ModelServiceReader            |I| Loaded [5] Services from file:/D:/ofbiz/ofbiz-framework/plugins/firstdatapaymentgateway/servicedef/services.xml
2023-12-13 15:07:55,396 |kJoinPool-1-worker-7 |ModelServiceReader            |I| Loaded [6] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_manager.xml
2023-12-13 15:07:55,397 |kJoinPool-1-worker-3 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_promo.xml
2023-12-13 15:07:55,403 |kJoinPool-1-worker-8 |ModelServiceReader            |I| Loaded [1] Services from file:/D:/ofbiz/ofbiz-framework/plugins/webpos/servicedef/services_customer.xml
2023-12-13 15:07:55,414 |kJoinPool-1-worker-3 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/service/servicedef/secas_test_se.xml
2023-12-13 15:07:55,419 |kJoinPool-1-worker-7 |ServiceEcaUtil                |I| Loaded [0] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/common/servicedef/secas_cdyne.xml
2023-12-13 15:07:55,420 |kJoinPool-1-worker-2 |ServiceEcaUtil                |I| Loaded [26] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/product/servicedef/secas.xml
2023-12-13 15:07:55,422 |kJoinPool-1-worker-5 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/party/servicedef/secas.xml
2023-12-13 15:07:55,428 |kJoinPool-1-worker-6 |ServiceEcaUtil                |I| Loaded [29] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/product/servicedef/secas_shipment.xml
2023-12-13 15:07:55,430 |kJoinPool-1-worker-1 |ServiceEcaUtil                |I| Loaded [25] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/applications/content/servicedef/secas.xml
2023-12-13 15:07:55,430 |kJoinPool-1-worker-8 |ServiceEcaUtil                |I| Loaded [3] Service ECA Rules from file:/D:/ofbiz/ofbiz-framework/framework/common/servicedef/secas_test.xml
