2023-12-21 15:22:12,052 |jsse-nio-8443-exec-2 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-21 16:58:49,864 |main                 |ControlServlet                |I| Loading webapp [myportal], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\myportal\webapp\myportal\
2023-12-21 16:58:49,891 |main                 |ConfigXMLReader               |I| controller loaded: 0.001s, 10 requests, 7 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/myportal/webapp/myportal/WEB-INF/controller.xml
2023-12-21 16:58:49,969 |main                 |ServiceDispatcher             |I| Registering dispatcher: firstdatapaymentgateway
2023-12-21 16:58:49,969 |main                 |ServiceContainer              |I| Created new dispatcher: firstdatapaymentgateway
2023-12-21 16:58:49,970 |main                 |ControlServlet                |I| Loading webapp [firstdata], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\firstdatapaymentgateway\webapp\firstdata\
2023-12-21 16:58:50,008 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 2 requests, 1 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/firstdatapaymentgateway/webapp/firstdata/WEB-INF/controller.xml
2023-12-21 16:58:50,032 |main                 |ServiceDispatcher             |I| Registering dispatcher: webpos
2023-12-21 16:58:50,033 |main                 |ServiceContainer              |I| Created new dispatcher: webpos
2023-12-21 16:58:50,037 |main                 |ControlServlet                |I| Loading webapp [webpos], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\webpos\webapp\webpos\
2023-12-21 16:58:50,070 |main                 |ConfigXMLReader               |I| controller loaded: 0.002s, 69 requests, 22 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/webpos/webapp/webpos/WEB-INF/controller.xml
2023-12-21 16:58:50,124 |main                 |ServiceDispatcher             |I| Registering dispatcher: onlineexam
2023-12-21 16:58:50,124 |main                 |ServiceContainer              |I| Created new dispatcher: onlineexam
2023-12-21 16:58:50,126 |main                 |ControlServlet                |I| Loading webapp [onlineexam], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\plugins\onlineexam\webapp\onlineexam\
2023-12-21 16:58:50,185 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 20 requests, 1 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-21 16:58:50,222 |main                 |ServiceDispatcher             |I| Registering dispatcher: catalog
2023-12-21 16:58:50,222 |main                 |ServiceContainer              |I| Created new dispatcher: catalog
2023-12-21 16:58:50,224 |main                 |ControlServlet                |I| Loading webapp [catalog], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\product\webapp\catalog\
2023-12-21 16:58:50,256 |main                 |ServiceDispatcher             |I| Registering dispatcher: setup
2023-12-21 16:58:50,256 |main                 |ServiceContainer              |I| Created new dispatcher: setup
2023-12-21 16:58:50,258 |main                 |ControlServlet                |I| Loading webapp [ofbizsetup], located at C:\Users\Dell\ofbiz-framework\ofbiz-framework\applications\commonext\webapp\ofbizsetup\
2023-12-21 16:58:50,300 |main                 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/security-controller.xml
2023-12-21 16:58:50,306 |main                 |ConfigXMLReader               |I| controller loaded: 0.015s, 268 requests, 110 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/party/webapp/partymgr/WEB-INF/controller.xml
2023-12-21 16:58:50,308 |main                 |ConfigXMLReader               |I| controller loaded: 0.029s, 32 requests, 15 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/applications/commonext/webapp/ofbizsetup/WEB-INF/controller.xml
2023-12-21 16:58:50,408 |main                 |CatalinaContainer             |I| Connector AJP/1.3 @ 8009 - not-secure [org.apache.coyote.ajp.AjpNioProtocol] started.
2023-12-21 16:58:50,408 |main                 |CatalinaContainer             |I| Connector HTTP/1.1 @ 8080 - not-secure [org.apache.coyote.http11.Http11NioProtocol] started.
2023-12-21 16:58:50,409 |main                 |CatalinaContainer             |I| Connector HTTP/1.1 @ 8443 - secure [org.apache.coyote.http11.Http11NioProtocol] started.
2023-12-21 16:58:50,409 |main                 |CatalinaContainer             |I| Started Apache Tomcat/9.0.82
2023-12-21 16:58:50,410 |main                 |ContainerLoader               |I| Started container catalina-container
2023-12-21 16:58:50,503 |OFBiz-JobPoller      |JobManager                    |I| No crashed jobs to re-schedule
2023-12-21 16:58:50,503 |OFBiz-JobPoller      |ServiceDispatcher             |I| Registering dispatcher: default
2023-12-21 16:58:50,503 |OFBiz-JobPoller      |ServiceContainer              |I| Created new dispatcher: default
2023-12-21 16:59:20,949 |OFBiz-JobQueue-0     |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-21 16:59:20,987 |OFBiz-JobQueue-0     |SequenceUtil                  |I| Got bank of sequenced IDs for [JobSandbox]; curSeqId=26600, maxSeqId=26700, bankSize=100
2023-12-21 16:59:21,015 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [26556] -- Next runtime: Thu Dec 21 17:14:20 IST 2023
2023-12-21 16:59:21,016 |OFBiz-JobQueue-1     |PersistedServiceJob           |I| Job  [Send Email] Id [26557] -- Next runtime: Thu Dec 21 17:14:20 IST 2023
2023-12-21 16:59:21,149 |OFBiz-JobQueue-1     |AbstractEngine                |I| Loaded Service Locations: {rita-rmi=rmi://localhost:1099/RMIDispatcher, main-rmi=rmi://localhost:1099/RMIDispatcher, entity-sync-rmi=rmi://localhost:1099/RMIDispatcher}
2023-12-21 16:59:21,214 |OFBiz-JobQueue-0     |ScriptUtil                    |I| The following 2 scripting engines were found:
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: BeanShell Engine
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 1.0
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: BeanShell
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2023-12-21 16:59:21,215 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     beanshell
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: Groovy Scripting Engine
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 2.0
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: Groovy
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2023-12-21 16:59:21,216 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     Groovy
2023-12-21 16:59:21,347 |jsse-nio-8443-exec-1 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-21 16:59:21,351 |jsse-nio-8443-exec-7 |ControlEventListener          |I| Creating session:  hidden sessionId by default.
2023-12-21 16:59:21,559 |jsse-nio-8443-exec-1 |ControlServlet                |T| [[[onlineexam::examMasterListEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.001,since last(Begin):0.001]]
2023-12-21 16:59:21,560 |jsse-nio-8443-exec-7 |ControlServlet                |T| [[[onlineexam::examMasterListEvent (Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.002,since last(Begin):0.002]]
2023-12-21 16:59:21,601 |jsse-nio-8443-exec-1 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-21 16:59:21,602 |jsse-nio-8443-exec-1 |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-21 16:59:21,605 |jsse-nio-8443-exec-7 |VisitHandler                  |I| Found visitorId [null] in cookie
2023-12-21 16:59:21,606 |jsse-nio-8443-exec-1 |SequenceUtil                  |I| Got bank of sequenced IDs for [Visitor]; curSeqId=79600, maxSeqId=79700, bankSize=100
2023-12-21 16:59:21,631 |jsse-nio-8443-exec-1 |TransactionUtil               |W| No transaction in place, so not suspending.
2023-12-21 16:59:21,640 |jsse-nio-8443-exec-1 |SequenceUtil                  |I| Got bank of sequenced IDs for [Visit]; curSeqId=85900, maxSeqId=86000, bankSize=100
2023-12-21 16:59:21,728 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-21 16:59:21,729 |jsse-nio-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.001s, 0 requests, 0 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/handlers-controller.xml
2023-12-21 16:59:21,731 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.024s, 52 requests, 21 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-21 16:59:21,733 |jsse-nio-8443-exec-7 |ConfigXMLReader               |I| controller loaded: 0.047s, 20 requests, 1 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-21 16:59:21,741 |jsse-nio-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.034s, 52 requests, 21 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/framework/common/webcommon/WEB-INF/common-controller.xml
2023-12-21 16:59:21,743 |jsse-nio-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.058s, 20 requests, 1 views in file:/C:/Users/Dell/ofbiz-framework/ofbiz-framework/plugins/onlineexam/webapp/onlineexam/WEB-INF/controller.xml
2023-12-21 16:59:21,814 |jsse-nio-8443-exec-7 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-21 16:59:21,837 |jsse-nio-8443-exec-1 |RequestHandler                |I| This is the first request in this visit. Hidden sessionId by default.
2023-12-21 16:59:21,934 |jsse-nio-8443-exec-7 |RequestHandler                |I| Ran Event [java:com.companyname.onlineexam.events.ExamMasterListEvent#listOfExam] from [request], result is [success]
2023-12-21 16:59:21,935 |jsse-nio-8443-exec-1 |RequestHandler                |I| Ran Event [java:com.companyname.onlineexam.events.ExamMasterListEvent#listOfExam] from [request], result is [success]
2023-12-21 16:59:21,986 |jsse-nio-8443-exec-7 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-21 16:59:21,988 |jsse-nio-8443-exec-1 |RequestHandler                |I| [RequestHandler.doRequest]: Response is a chained request. Hidden sessionId by default.
2023-12-21 16:59:21,989 |jsse-nio-8443-exec-7 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-21 16:59:21,991 |jsse-nio-8443-exec-1 |RequestHandler                |I| [RequestHandler]: Chain in place: requestUri=json overrideViewUri=null Hidden sessionId by default.
2023-12-21 16:59:22,159 |jsse-nio-8443-exec-7 |CommonEvents                  |W| for security reason (OFBIZ-5409) the '//' prefix was added handling the JSON response.  Normally you simply have to access the data you want, so should not be annoyed by the '//' prefix.You might need to remove it if you use Ajax GET responses (not recommended).In case, the util.js scrpt is there to help you.This can be customized in general.properties with the http.json.xssi.prefix property
2023-12-21 16:59:22,159 |jsse-nio-8443-exec-1 |CommonEvents                  |W| for security reason (OFBIZ-5409) the '//' prefix was added handling the JSON response.  Normally you simply have to access the data you want, so should not be annoyed by the '//' prefix.You might need to remove it if you use Ajax GET responses (not recommended).In case, the util.js scrpt is there to help you.This can be customized in general.properties with the http.json.xssi.prefix property
2023-12-21 16:59:22,178 |jsse-nio-8443-exec-1 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-21 16:59:22,179 |jsse-nio-8443-exec-7 |RequestHandler                |I| Ran Event [java:org.apache.ofbiz.common.CommonEvents#jsonResponseFromRequestAttributes] from [request], result is [success]
2023-12-21 16:59:22,203 |jsse-nio-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-21 16:59:22,203 |jsse-nio-8443-exec-7 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2023-12-21 16:59:22,218 |jsse-nio-8443-exec-7 |ControlServlet                |T| [[[onlineexam::examMasterListEvent (Domain:https://localhost)] Request Done- total:0.66,since last([onlineexam::exam...):0.658]]
2023-12-21 16:59:22,218 |jsse-nio-8443-exec-1 |ControlServlet                |T| [[[onlineexam::examMasterListEvent (Domain:https://localhost)] Request Done- total:0.66,since last([onlineexam::exam...):0.659]]
